shot,repeat,model,auc
2,70,TabNet,0.479239
2,71,TabNet,0.480969
2,72,TabNet,0.527682
2,73,TabNet,0.366782
2,74,TabNet,0.480969
2,75,TabNet,0.65917
2,76,TabNet,0.619377
2,77,TabNet,0.363322
2,78,TabNet,0.34083
2,79,TabNet,0.653979
2,80,TabNet,0.366782
2,81,TabNet,0.629758
2,82,TabNet,0.453287
2,83,TabNet,0.598616
2,84,TabNet,0.608997
2,85,TabNet,0.416955
2,86,TabNet,0.377163
2,87,TabNet,0.352941
2,88,TabNet,0.415225
2,89,TabNet,0.416955
2,90,TabNet,0.50173
2,91,TabNet,0.629758
2,92,TabNet,0.401384
2,93,TabNet,0.577855
2,94,TabNet,0.529412
2,95,TabNet,0.435986
2,96,TabNet,0.550173
2,97,TabNet,0.546713
2,98,TabNet,0.577855
2,99,TabNet,0.480969
8,0,TabNet,0.563776
8,1,TabNet,0.55102
8,2,TabNet,0.561224
8,3,TabNet,0.469388
8,4,TabNet,0.5
8,5,TabNet,0.433673
8,6,TabNet,0.607143
8,7,TabNet,0.482143
8,8,TabNet,0.459184
8,9,TabNet,0.418367
8,10,TabNet,0.346939
8,11,TabNet,0.647959
8,12,TabNet,0.576531
8,13,TabNet,0.581633
8,14,TabNet,0.52551
8,15,TabNet,0.454082
8,16,TabNet,0.479592
8,17,TabNet,0.454082
8,18,TabNet,0.436224
8,19,TabNet,0.535714
8,20,TabNet,0.464286
8,21,TabNet,0.622449
8,22,TabNet,0.586735
8,23,TabNet,0.52551
8,24,TabNet,0.443878
8,25,TabNet,0.591837
8,26,TabNet,0.612245
8,27,TabNet,0.612245
8,28,TabNet,0.413265
8,29,TabNet,0.377551
8,30,TabNet,0.433673
8,31,TabNet,0.556122
8,32,TabNet,0.392857
8,33,TabNet,0.734694
8,34,TabNet,0.545918
8,35,TabNet,0.755102
8,36,TabNet,0.510204
8,37,TabNet,0.576531
8,38,TabNet,0.484694
8,39,TabNet,0.454082
8,40,TabNet,0.571429
8,41,TabNet,0.642857
8,42,TabNet,0.52551
8,43,TabNet,0.561224
8,44,TabNet,0.494898
8,45,TabNet,0.617347
8,46,TabNet,0.515306
8,47,TabNet,0.607143
8,48,TabNet,0.295918
8,49,TabNet,0.52551
8,50,TabNet,0.637755
8,51,TabNet,0.362245
8,52,TabNet,0.362245
8,53,TabNet,0.438776
8,54,TabNet,0.413265
8,55,TabNet,0.729592
8,56,TabNet,0.459184
8,57,TabNet,0.627551
8,58,TabNet,0.714286
8,59,TabNet,0.563776
8,60,TabNet,0.515306
8,61,TabNet,0.27551
8,62,TabNet,0.306122
8,63,TabNet,0.443878
8,64,TabNet,0.494898
8,65,TabNet,0.586735
8,66,TabNet,0.44898
8,67,TabNet,0.658163
8,68,TabNet,0.69898
8,69,TabNet,0.341837
8,70,TabNet,0.423469
8,71,TabNet,0.392857
8,72,TabNet,0.459184
8,73,TabNet,0.352041
8,74,TabNet,0.47449
8,75,TabNet,0.612245
8,76,TabNet,0.295918
8,77,TabNet,0.530612
8,78,TabNet,0.571429
8,79,TabNet,0.270408
8,80,TabNet,0.729592
8,81,TabNet,0.469388
8,82,TabNet,0.438776
8,83,TabNet,0.489796
8,84,TabNet,0.642857
8,85,TabNet,0.540816
8,86,TabNet,0.413265
8,87,TabNet,0.77551
8,88,TabNet,0.469388
8,89,TabNet,0.5
8,90,TabNet,0.387755
8,91,TabNet,0.561224
8,92,TabNet,0.397959
8,93,TabNet,0.44898
8,94,TabNet,0.714286
8,95,TabNet,0.454082
8,96,TabNet,0.566327
8,97,TabNet,0.602041
8,98,TabNet,0.688776
8,99,TabNet,0.561224
16,0,TabNet,0.45
16,1,TabNet,0.42
16,2,TabNet,0.28
16,3,TabNet,0.6
16,4,TabNet,0.36
16,5,TabNet,0.62
16,6,TabNet,0.6
16,7,TabNet,0.58
16,8,TabNet,0.41
16,9,TabNet,0.49
16,10,TabNet,0.44
16,11,TabNet,0.46
16,12,TabNet,0.4
16,13,TabNet,0.46
16,14,TabNet,0.52
16,15,TabNet,0.65
16,16,TabNet,0.5
16,17,TabNet,0.41
16,18,TabNet,0.75
16,19,TabNet,0.68
16,20,TabNet,0.49
16,21,TabNet,0.54
16,22,TabNet,0.65
16,23,TabNet,0.425
16,24,TabNet,0.545
16,25,TabNet,0.68
16,26,TabNet,0.53
16,27,TabNet,0.78
16,28,TabNet,0.58
16,29,TabNet,0.53
16,30,TabNet,0.68
16,31,TabNet,0.39
16,32,TabNet,0.69
16,33,TabNet,0.53
16,34,TabNet,0.61
16,35,TabNet,0.445
16,36,TabNet,0.5
16,37,TabNet,0.42
16,38,TabNet,0.42
16,39,TabNet,0.55
16,40,TabNet,0.4
16,41,TabNet,0.16
16,42,TabNet,0.55
16,43,TabNet,0.68
16,44,TabNet,0.4
16,45,TabNet,0.62
16,46,TabNet,0.29
16,47,TabNet,0.38
16,48,TabNet,0.37
16,49,TabNet,0.56
16,50,TabNet,0.34
16,51,TabNet,0.56
16,52,TabNet,0.64
16,53,TabNet,0.33
16,54,TabNet,0.53
16,55,TabNet,0.43
16,56,TabNet,0.62
16,57,TabNet,0.31
16,58,TabNet,0.7
16,59,TabNet,0.6
16,60,TabNet,0.79
16,61,TabNet,0.38
16,62,TabNet,0.53
16,63,TabNet,0.64
16,64,TabNet,0.47
16,65,TabNet,0.39
16,66,TabNet,0.46
16,67,TabNet,0.45
16,68,TabNet,0.44
16,69,TabNet,0.66
16,70,TabNet,0.53
16,71,TabNet,0.53
16,72,TabNet,0.56
16,73,TabNet,0.43
16,74,TabNet,0.32
16,75,TabNet,0.56
16,76,TabNet,0.49
16,77,TabNet,0.63
16,78,TabNet,0.45
16,79,TabNet,0.36
16,80,TabNet,0.48
16,81,TabNet,0.53
16,82,TabNet,0.75
16,83,TabNet,0.43
16,84,TabNet,0.57
16,85,TabNet,0.71
16,86,TabNet,0.72
16,87,TabNet,0.65
16,88,TabNet,0.38
16,89,TabNet,0.56
16,90,TabNet,0.74
16,91,TabNet,0.42
16,92,TabNet,0.4
16,93,TabNet,0.37
16,94,TabNet,0.73
16,95,TabNet,0.67
16,96,TabNet,0.3
16,97,TabNet,0.6
16,98,TabNet,0.57
16,99,TabNet,0.63
24,0,TabNet,0.583333
24,1,TabNet,0.611111
24,2,TabNet,0.555556
24,3,TabNet,0.5
24,4,TabNet,0.555556
24,5,TabNet,0.388889
24,6,TabNet,0.611111
24,7,TabNet,0.833333
24,8,TabNet,0.75
24,9,TabNet,0.5
24,10,TabNet,0.75
24,11,TabNet,0.722222
24,12,TabNet,0.722222
24,13,TabNet,0.888889
24,14,TabNet,0.527778
24,15,TabNet,0.333333
24,16,TabNet,0.527778
24,17,TabNet,0.333333
24,18,TabNet,0.333333
24,19,TabNet,0.416667
24,20,TabNet,0.583333
24,21,TabNet,0.444444
24,22,TabNet,0.305556
24,23,TabNet,0.583333
24,24,TabNet,0.388889
24,25,TabNet,0.555556
24,26,TabNet,0.722222
24,27,TabNet,0.555556
24,28,TabNet,0.277778
24,29,TabNet,0.611111
24,30,TabNet,0.611111
24,31,TabNet,0.944444
24,32,TabNet,0.388889
24,33,TabNet,0.333333
24,34,TabNet,0.777778
24,35,TabNet,0.777778
24,36,TabNet,0.583333
24,37,TabNet,0.666667
24,38,TabNet,0.555556
24,39,TabNet,0.722222
24,40,TabNet,0.583333
24,41,TabNet,0.416667
24,42,TabNet,0.333333
24,43,TabNet,0.388889
24,44,TabNet,0.666667
24,45,TabNet,0.527778
24,46,TabNet,0.527778
24,47,TabNet,0.694444
24,48,TabNet,0.361111
24,49,TabNet,0.694444
24,50,TabNet,0.861111
24,51,TabNet,0.583333
24,52,TabNet,0.611111
24,53,TabNet,0.694444
24,54,TabNet,0.472222
24,55,TabNet,0.333333
24,56,TabNet,0.583333
24,57,TabNet,0.527778
24,58,TabNet,0.694444
24,59,TabNet,0.777778
24,60,TabNet,0.666667
24,61,TabNet,0.75
24,62,TabNet,0.805556
24,63,TabNet,0.666667
24,64,TabNet,0.611111
24,65,TabNet,0.611111
24,66,TabNet,0.777778
24,67,TabNet,0.416667
24,68,TabNet,0.638889
24,69,TabNet,0.444444
24,70,TabNet,0.416667
24,71,TabNet,0.527778
24,72,TabNet,0.111111
24,73,TabNet,0.444444
24,74,TabNet,0.75
24,75,TabNet,0.638889
24,76,TabNet,0.611111
24,77,TabNet,0.527778
24,78,TabNet,0.861111
24,79,TabNet,0.166667
24,80,TabNet,0.222222
24,81,TabNet,0.5
24,82,TabNet,0.361111
24,83,TabNet,0.527778
24,84,TabNet,0.486111
24,85,TabNet,0.611111
24,86,TabNet,0.305556
24,87,TabNet,0.944444
24,88,TabNet,0.25
24,89,TabNet,0.555556
24,90,TabNet,0.527778
24,91,TabNet,0.5
24,92,TabNet,0.527778
24,93,TabNet,0.611111
24,94,TabNet,0.361111
24,95,TabNet,0.555556
24,96,TabNet,0.388889
24,97,TabNet,0.055556
24,98,TabNet,0.527778
24,99,TabNet,0.305556
2,0,TabFM,0.422145
2,1,TabFM,0.449827
2,2,TabFM,0.543253
2,3,TabFM,0.477509
2,4,TabFM,0.449827
2,5,TabFM,0.584775
2,6,TabFM,0.453287
2,7,TabFM,0.584775
2,8,TabFM,0.619377
2,9,TabFM,0.520761
2,10,TabFM,0.512111
2,11,TabFM,0.491349
2,12,TabFM,0.647059
2,13,TabFM,0.484429
2,14,TabFM,0.522491
2,15,TabFM,0.532872
2,16,TabFM,0.50346
2,17,TabFM,0.67301
2,18,TabFM,0.491349
2,19,TabFM,0.515571
2,20,TabFM,0.591696
2,21,TabFM,0.515571
2,22,TabFM,0.531142
2,23,TabFM,0.487889
2,24,TabFM,0.591696
2,25,TabFM,0.608997
2,26,TabFM,0.453287
2,27,TabFM,0.49827
2,28,TabFM,0.491349
2,29,TabFM,0.449827
2,30,TabFM,0.584775
2,31,TabFM,0.403114
2,32,TabFM,0.579585
2,33,TabFM,0.557093
2,34,TabFM,0.602076
2,35,TabFM,0.629758
2,36,TabFM,0.512111
2,37,TabFM,0.531142
2,38,TabFM,0.448097
2,39,TabFM,0.524221
2,40,TabFM,0.584775
2,41,TabFM,0.567474
2,42,TabFM,0.50346
2,43,TabFM,0.463668
2,44,TabFM,0.581315
2,45,TabFM,0.524221
2,46,TabFM,0.456747
2,47,TabFM,0.474048
2,48,TabFM,0.543253
2,49,TabFM,0.536332
2,50,TabFM,0.49827
2,51,TabFM,0.491349
2,52,TabFM,0.612457
2,53,TabFM,0.603806
2,54,TabFM,0.415225
2,55,TabFM,0.524221
2,56,TabFM,0.583045
2,57,TabFM,0.577855
2,58,TabFM,0.577855
2,59,TabFM,0.531142
2,60,TabFM,0.544983
2,61,TabFM,0.467128
2,62,TabFM,0.543253
2,63,TabFM,0.529412
2,64,TabFM,0.425606
2,65,TabFM,0.49827
2,66,TabFM,0.439446
2,67,TabFM,0.581315
2,68,TabFM,0.456747
2,69,TabFM,0.356401
2,70,TabFM,0.370242
2,71,TabFM,0.697232
2,72,TabFM,0.570934
2,73,TabFM,0.425606
2,74,TabFM,0.543253
2,75,TabFM,0.608997
2,76,TabFM,0.482699
2,77,TabFM,0.474048
2,78,TabFM,0.460208
2,79,TabFM,0.491349
2,80,TabFM,0.515571
2,81,TabFM,0.704152
2,82,TabFM,0.519031
2,83,TabFM,0.453287
2,84,TabFM,0.532872
2,85,TabFM,0.49481
2,86,TabFM,0.397924
2,87,TabFM,0.439446
2,88,TabFM,0.467128
2,89,TabFM,0.467128
2,90,TabFM,0.432526
2,91,TabFM,0.543253
2,92,TabFM,0.522491
2,93,TabFM,0.565744
2,94,TabFM,0.474048
2,95,TabFM,0.456747
2,96,TabFM,0.557093
2,97,TabFM,0.602076
2,98,TabFM,0.565744
2,99,TabFM,0.555363
8,0,TabFM,0.607143
8,1,TabFM,0.627551
8,2,TabFM,0.512755
8,3,TabFM,0.44898
8,4,TabFM,0.464286
8,5,TabFM,0.617347
8,6,TabFM,0.515306
8,7,TabFM,0.44898
8,8,TabFM,0.734694
8,9,TabFM,0.459184
8,10,TabFM,0.530612
8,11,TabFM,0.367347
8,12,TabFM,0.571429
8,13,TabFM,0.556122
8,14,TabFM,0.520408
8,15,TabFM,0.545918
8,16,TabFM,0.607143
8,17,TabFM,0.545918
8,18,TabFM,0.52551
8,19,TabFM,0.423469
8,20,TabFM,0.477041
8,21,TabFM,0.622449
8,22,TabFM,0.397959
8,23,TabFM,0.489796
8,24,TabFM,0.571429
8,25,TabFM,0.596939
8,26,TabFM,0.418367
8,27,TabFM,0.433673
8,28,TabFM,0.535714
8,29,TabFM,0.316327
8,30,TabFM,0.464286
8,31,TabFM,0.484694
8,32,TabFM,0.566327
8,33,TabFM,0.693878
8,34,TabFM,0.433673
8,35,TabFM,0.454082
8,36,TabFM,0.622449
8,37,TabFM,0.678571
8,38,TabFM,0.308673
8,39,TabFM,0.602041
8,40,TabFM,0.617347
8,41,TabFM,0.454082
8,42,TabFM,0.510204
8,43,TabFM,0.535714
8,44,TabFM,0.433673
8,45,TabFM,0.362245
8,46,TabFM,0.586735
8,47,TabFM,0.377551
8,48,TabFM,0.510204
8,49,TabFM,0.576531
8,50,TabFM,0.790816
8,51,TabFM,0.831633
8,52,TabFM,0.413265
8,53,TabFM,0.647959
8,54,TabFM,0.637755
8,55,TabFM,0.622449
8,56,TabFM,0.454082
8,57,TabFM,0.535714
8,58,TabFM,0.44898
8,59,TabFM,0.530612
8,60,TabFM,0.464286
8,61,TabFM,0.505102
8,62,TabFM,0.489796
8,63,TabFM,0.52551
8,64,TabFM,0.418367
8,65,TabFM,0.576531
8,66,TabFM,0.428571
8,67,TabFM,0.617347
8,68,TabFM,0.443878
8,69,TabFM,0.505102
8,70,TabFM,0.454082
8,71,TabFM,0.392857
8,72,TabFM,0.510204
8,73,TabFM,0.44898
8,74,TabFM,0.622449
8,75,TabFM,0.244898
8,76,TabFM,0.520408
8,77,TabFM,0.489796
8,78,TabFM,0.494898
8,79,TabFM,0.459184
8,80,TabFM,0.596939
8,81,TabFM,0.423469
8,82,TabFM,0.566327
8,83,TabFM,0.520408
8,84,TabFM,0.642857
8,85,TabFM,0.535714
8,86,TabFM,0.520408
8,87,TabFM,0.321429
8,88,TabFM,0.642857
8,89,TabFM,0.505102
8,90,TabFM,0.755102
8,91,TabFM,0.556122
8,92,TabFM,0.535714
8,93,TabFM,0.382653
8,94,TabFM,0.755102
8,95,TabFM,0.512755
8,96,TabFM,0.423469
8,97,TabFM,0.668367
8,98,TabFM,0.612245
8,99,TabFM,0.571429
16,0,TabFM,0.54
16,1,TabFM,0.59
16,2,TabFM,0.41
16,3,TabFM,0.32
16,4,TabFM,0.55
16,5,TabFM,0.81
16,6,TabFM,0.67
16,7,TabFM,0.57
16,8,TabFM,0.62
16,9,TabFM,0.51
16,10,TabFM,0.82
16,11,TabFM,0.59
16,12,TabFM,0.62
16,13,TabFM,0.45
16,14,TabFM,0.49
16,15,TabFM,0.53
16,16,TabFM,0.56
16,17,TabFM,0.47
16,18,TabFM,0.54
16,19,TabFM,0.43
16,20,TabFM,0.55
16,21,TabFM,0.46
16,22,TabFM,0.8
16,23,TabFM,0.47
16,24,TabFM,0.55
16,25,TabFM,0.55
16,26,TabFM,0.42
16,27,TabFM,0.51
16,28,TabFM,0.62
16,29,TabFM,0.56
16,30,TabFM,0.53
16,31,TabFM,0.62
16,32,TabFM,0.67
16,33,TabFM,0.65
16,34,TabFM,0.6
16,35,TabFM,0.63
16,36,TabFM,0.65
16,37,TabFM,0.62
16,38,TabFM,0.56
16,39,TabFM,0.74
16,40,TabFM,0.57
16,41,TabFM,0.58
16,42,TabFM,0.48
16,43,TabFM,0.59
16,44,TabFM,0.47
16,45,TabFM,0.58
16,46,TabFM,0.58
16,47,TabFM,0.46
16,48,TabFM,0.58
16,49,TabFM,0.67
16,50,TabFM,0.495
16,51,TabFM,0.53
16,52,TabFM,0.53
16,53,TabFM,0.53
16,54,TabFM,0.61
16,55,TabFM,0.59
16,56,TabFM,0.52
16,57,TabFM,0.62
16,58,TabFM,0.52
16,59,TabFM,0.62
16,60,TabFM,0.58
16,61,TabFM,0.48
16,62,TabFM,0.67
16,63,TabFM,0.66
16,64,TabFM,0.58
16,65,TabFM,0.61
16,66,TabFM,0.62
16,67,TabFM,0.71
16,68,TabFM,0.59
16,69,TabFM,0.59
16,70,TabFM,0.59
16,71,TabFM,0.29
16,72,TabFM,0.76
16,73,TabFM,0.57
16,74,TabFM,0.52
16,75,TabFM,0.61
16,76,TabFM,0.64
16,77,TabFM,0.43
16,78,TabFM,0.54
16,79,TabFM,0.62
16,80,TabFM,0.6
16,81,TabFM,0.37
16,82,TabFM,0.5
16,83,TabFM,0.69
16,84,TabFM,0.4
16,85,TabFM,0.465
16,86,TabFM,0.59
16,87,TabFM,0.58
16,88,TabFM,0.5
16,89,TabFM,0.69
16,90,TabFM,0.56
16,91,TabFM,0.43
16,92,TabFM,0.68
16,93,TabFM,0.46
16,94,TabFM,0.58
16,95,TabFM,0.43
16,96,TabFM,0.68
16,97,TabFM,0.56
16,98,TabFM,0.62
16,99,TabFM,0.64
24,0,TabFM,0.888889
24,1,TabFM,0.722222
24,2,TabFM,0.583333
24,3,TabFM,0.611111
24,4,TabFM,0.75
24,5,TabFM,0.472222
24,6,TabFM,0.888889
24,7,TabFM,0.75
24,8,TabFM,0.388889
24,9,TabFM,0.777778
24,10,TabFM,1.0
24,11,TabFM,0.694444
24,12,TabFM,0.75
24,13,TabFM,0.777778
24,14,TabFM,0.472222
24,15,TabFM,0.638889
24,16,TabFM,0.75
24,17,TabFM,0.666667
24,18,TabFM,0.583333
24,19,TabFM,0.888889
24,20,TabFM,0.444444
24,21,TabFM,0.527778
24,22,TabFM,0.527778
24,23,TabFM,0.75
24,24,TabFM,0.583333
24,25,TabFM,0.75
24,26,TabFM,0.666667
24,27,TabFM,0.694444
24,28,TabFM,0.722222
24,29,TabFM,0.916667
24,30,TabFM,0.833333
24,31,TabFM,0.722222
24,32,TabFM,0.611111
24,33,TabFM,0.722222
24,34,TabFM,0.694444
24,35,TabFM,0.583333
24,36,TabFM,0.388889
24,37,TabFM,0.611111
24,38,TabFM,0.666667
24,39,TabFM,0.694444
24,40,TabFM,0.611111
24,41,TabFM,0.694444
24,42,TabFM,0.805556
24,43,TabFM,0.777778
24,44,TabFM,0.638889
24,45,TabFM,0.916667
24,46,TabFM,0.666667
24,47,TabFM,0.833333
24,48,TabFM,0.444444
24,49,TabFM,0.638889
24,50,TabFM,0.472222
24,51,TabFM,0.638889
24,52,TabFM,0.805556
24,53,TabFM,0.694444
24,54,TabFM,0.75
24,55,TabFM,0.555556
24,56,TabFM,0.722222
24,57,TabFM,0.527778
24,58,TabFM,0.472222
24,59,TabFM,0.75
24,60,TabFM,0.694444
24,61,TabFM,0.722222
24,62,TabFM,0.611111
24,63,TabFM,0.916667
24,64,TabFM,0.805556
24,65,TabFM,0.5
24,66,TabFM,0.638889
24,67,TabFM,0.5
24,68,TabFM,0.694444
24,69,TabFM,0.5
24,70,TabFM,0.833333
24,71,TabFM,0.75
24,72,TabFM,0.472222
24,73,TabFM,0.861111
24,74,TabFM,0.611111
24,75,TabFM,0.611111
24,76,TabFM,0.805556
24,77,TabFM,0.555556
24,78,TabFM,0.666667
24,79,TabFM,0.333333
24,80,TabFM,0.833333
24,81,TabFM,0.694444
24,82,TabFM,0.638889
24,83,TabFM,0.583333
24,84,TabFM,0.75
24,85,TabFM,0.583333
24,86,TabFM,0.805556
24,87,TabFM,0.694444
24,88,TabFM,0.5
24,89,TabFM,0.722222
24,90,TabFM,0.777778
24,91,TabFM,0.722222
24,92,TabFM,0.611111
24,93,TabFM,0.75
24,94,TabFM,0.638889
24,95,TabFM,0.833333
24,96,TabFM,0.833333
24,97,TabFM,0.305556
24,98,TabFM,0.638889
24,99,TabFM,0.666667
